Chapter,Text,Concepts
chapter17_2,"The Bellman equation (Equation (17.5)) is the basis of the value iteration algorithm for solving MDPs. If there are n possible states, then there are n Bellman equations, one for each state. The n equations contain n unknowns—the utilities of the states. So we would like to solve these simultaneous equations to find the utilities. There is one problem: the equations are nonlinear, because the “max” operator is not a linear operator. Whereas systems of linear equations can be solved quickly using linear algebra techniques, systems of nonlinear equations are more problematic. One thing to try is an iterative approach. We start with arbitrary initial values for the utilities, calculate the right-hand side of the equation, and plug it into the left-hand side—thereby updating the utility of each state from the utilities of its neighbors. We repeat this until we reach an equilibrium. Let Ui(s) be the utility value for state s at the ith iteration. The iteration step, called a Bellman update","Value iteration, Bellman update"
chapter17_2,"The basic concept used in showing that value iteration converges is the notion of a contraction. Roughly speaking, a contraction is a function of one argument that, when applied to two different inputs in turn, produces two output values that are “closer together, ” by at least some constant factor, than the original inputs. For example, the function “divide by two” is a contraction, because, after we divide any two numbers by two, their difference is halved. Notice that the “divide by two” function has a fixed point, namely zero, that is unchanged by the application of the function. From this example, we can discern two important properties of contractions: A contraction has only one fixed point; if there were two fixed points they would not get closer together when the function was applied, so it would not be a contraction. When the function is applied to any argument, the value must get closer to the fixed point (because the fixed point does not move), so repeated application of a contraction always reaches the fixed point in the limit.",contraction
chapter17_2,"In the previous section, we observed that it is possible to get an optimal policy even when the utility function estimate is inaccurate. If one action is clearly better than all others, then the exact magnitude of the utilities on the states involved need not be precise. This insight suggests an alternative way to find optimal policies. The policy iteration algorithm alternates the following two steps, beginning from some initial policy π0: POLICY EVALUATION: given a policy πi, calculate Ui = Uπi , the utility of each state if πi were to be executed. POLICY IMPROVEMENT: Calculate a new MEU policy πi+1, using one-step look-ahead based on Ui","Policy iteration, Policy evaluation, Policy improvement"
chapter17_2,"The algorithms we have described so far require updating the utility or policy for all states at once. It turns out that this is not strictly necessary. In fact, on each iteration, we can pick any subset of states and apply either kind of updating (policy improvement or simplified value iteration) to that subset. This very general algorithm is called asynchronous policy iteration.",Asynchronous policy iteration
chapter17_2,"In the previous section, we observed that it is possible to get an optimal policy even when the utility function estimate is inaccurate. If one action is clearly better than all others, then the exact magnitude of the utilities on the states involved need not be precise. This insight suggests an alternative way to find optimal policies. The policy iteration algorithm alternates the following two steps, beginning from some initial policy π0: POLICY EVALUATION: given a policy πi, calculate Ui = Uπi , the utility of each state if πi were to be executed. POLICY IMPROVEMENT: Calculate a new MEU policy πi+1, using one-step look-ahead based on Ui","Policy iteration, Policy evaluation, Policy improvement"
chapter17_2,"The algorithms we have described so far require updating the utility or policy for all states at once. It turns out that this is not strictly necessary. In fact, on each iteration, we can pick any subset of states and apply either kind of updating (policy improvement or simplified value iteration) to that subset. This very general algorithm is called asynchronous policy iteration. Given certain conditions on the initial policy and initial utility function, asynchronous policy iteration is guaranteed to converge to an optimal policy. The freedom to choose any states to work on means that we can design much more efficient heuristic algorithms—for example, algorithms that concentrate on updating the values of states that are likely to be reached by a good policy. There’s no sense planning for the results of an action you will never do.",Asynchronous policy iteration
,"Linear programming or LP, which was mentioned briefly in Chapter 4 (page 121), is a general approach for formulating constrained optimization problems, and there are many industrial-strength LP solvers available. Given that the Bellman equations involve a lot of sums and maxes, it is perhaps not surprising that solving an MDP can be reduced to solving a suitably formulated linear program.",Linear programming
chapter17_2,"This general approach is called real-time dynamic programming (RTDP) and is quite analogous to LRTA* in Chapter 4. Algorithms of this kind can be quite effective in moderate-sized domains such as grid worlds; in larger domains such as Tetris, there are two issues. First, the state space is such that any manageable set of explored states contains very few repeated states, so one might as well use a simple expectimax tree. Second, a simple heuristic for frontier nodes may not be enough to guide the agent, particularly if rewards are sparse.",Real-time dynamic programming (RTDP)
chapter17_3,"There are several different definitions of bandit problems; one of the cleanest and most general is as follows: Each arm Mi is a Markov reward process or MRP, that is, an MDP with only one possible action ai. It has states Si, transition model Pi(s′|s, ai), and reward Ri(s, ai, s′). The arm defines a distribution over sequences of rewards Ri, 0, Ri, 1, Ri, 2, …, where each Ri, t is a random variable. The overall bandit problem is an MDP: the state space is given by the Cartesian product S = S1 × ⋯ × Sn; the actions are a1, …, an; the transition model updates the state of whichever arm Mi is selected, according to its specific transition model, leaving the other arms unchanged; and the discount factor is γ.","Bandit problems, Markov reward process"
chapter17_3,"In Las Vegas, a one-armed bandit is a slot machine. A gambler can insert a coin, pull the lever, and collect the winnings (if any). An n-armed bandit has n levers. Behind each lever is a fixed but unknown probability distribution of winnings; each pull samples from that unknown distribution.",N-armed bandit
chapter17_3,"This equation defines a kind of “value” for M in terms of its ability to deliver a stream of timely rewards; the numerator of the fraction represents a utility while the denominator can be thought of as a “discounted time, ” so the value describes the maximum obtainable utility per unit of discounted time. (It’s important to remember that T in the equation is a stopping time, which is governed by a rule for stopping rather than being a simple integer; it reduces to a simple integer only when M is a deterministic reward sequence.) The value defined in Equation (17.15) is called the Gittins index of M.",Gittins index
chapter17_3,"Suppose we augment M so that at each state in M, the agent has two choices: either continue with M as before, or quit and receive an infinite sequence of λ-rewards (see Figure 17.13(a) ). This turns M into an MDP, whose optimal policy is just the optimal stopping rule for M. Hence the value of an optimal policy in this new MDP is equal to the value of an infinite sequence of λ-rewards, that is, λ/(1 − γ). So we can just solve this MDP ... but, unfortunately, we don’t know the value of λ to put into the MDP, as this is precisely what we are trying to calculate. But we do know that, at the tipping point, an optimal policy is indifferent between M and Mλ, so we could replace the choice to get an infinite sequence of λ-rewards with the choice to go back and restart M from its initial state s. (More precisely, we add a new action in every state that has the same rewards and outcomes as the action available in s; see Exercise 17.KATV.) This new MDP Ms , called a restart MDP",restart MDP
chapter17_3,"Perhaps the simplest and best-known instance of a bandit problem is the Bernoulli bandit, where each arm Mi produces a reward of 0 or 1 with a fixed but unknown probability μi.",Bernoulli bandit
chapter17_3,"A second method, Thompson sampling (Thompson, 1933), chooses chooses an arm randomly according to the probability that the arm is in fact optimal, given the samples so far. Suppose that Pi(μi) is the current probability distribution for the true value of arm Mi. Then a simple way to implement Thompson sampling is to generate one sample from each Pi and then pick the best sample. This algorithm also has a regret that grows as O(logN).",Thompson sampling
chapter17_3,"The task of choosing the best option under these conditions is called a selection problem. Selection problems are ubiquitous in industrial and personnel contexts. One often must decide which supplier to use for a process; or which candidate employees to hire. Selection problems are superficially similar to the bandit problem but have different mathematical properties. In particular, no index function exists for selection problems. The proof of this fact requires showing any scenario where the optimal policy switches its preferences for two arms M1 and M2 when a third arm M3 is added (see Exercise 17.SELC).",Selection problem
chapter17_3,"An important generalization of the bandit process is the bandit superprocess or BSP, in which each arm is a full Markov decision process in its own right, rather than being a Markov reward process with only one possible action. All other properties remain the same: the arms are independent, only one (or a bounded number) can be worked on at a time, and there is a single discount factor.","Bandit superprocess, BSP"
chapter17_3,"Examples of BSPs include daily life, where one can attend to one task at a time, even though several tasks may need attention; project management with multiple projects; teaching with multiple pupils needing individual guidance; and so on. The ordinary term for this is multitasking. It is so ubiquitous as to be barely noticeable: when formulating a real-world decision problem, decision analysts rarely ask if their client has other, unrelated problems.",Multitasking
chapter17_3,"Instead, we can take advantage of the loose nature of the interaction between the arms. Thisinteraction arises only from the agent’s limited ability to attend to the arms simultaneously.To some extent, the interaction can be modeled by the notion of opportunity cost: howmuch utility is given up per time step by not devoting that time step to another arm. Thehigher the opportunity cost, the more necessary it is to generate early rewards in a givenarm. In some cases, an optimal policy in a given arm is unaffected by the opportunity cost.(Trivially, this is true in a Markov reward process because there is only one policy.) In thatcase, an optimal policy can be applied, converting that arm into a Markov reward process.",Opportunity cost
chapter17_3,"Such an optimal policy, if it exists, is called a dominating policy. It turns out that by addingactions to states, it is always possible to create a relaxed version of an MDP (see Section3.6.2 ) so that it has a dominating policy, which thus gives an upper bound on the value ofacting in the arm. A lower bound can be computed by solving each arm separately (whichmay yield a suboptimal policy overall) and then computing the Gittins indices. If the lowerbound for acting in one arm is higher than the upper bounds for all other actions, then theproblem is solved; if not, then a combination of look-ahead search and recomputation ofbounds is guaranteed to eventually identify an optimal policy for the BSP. With thisapproach, relatively large BSPs (1040 states or more) can be solved in a few seconds.",Dominating policy
chapter22_2,"each sequence, the algorithm calculates the observed reward-to-go for each state andupdates the estimated utility for that state accordingly, just by keeping a running average feach state in a table. in the limit of infinitely many trials, the sample average will convergeto the true expectation in equation (22.1)4",reward-to-go
chapter22_2,"by ignoring the connections between states, direct utility estimation misses opportunities forlearning. for example, the second of the three trials given earlier reaches the state (3, 2), which has not previously been visited. the next transition reaches (3, 3), which is knownfrom the first trial to have a high utility. the bellman equation suggests immediately that(3, 2) is also likely to have a high utility, because it leads to (3, 3), but direct utility estimationlearns nothing until the end of the trial. more broadly, we can view direct utility estimationas searching for u in a hypothesis space that is much larger than it needs to be, in that itincludes many functions that violate the bellman equations. for this reason, the algorithm 4",direct utility estimation
chapter22_2,"one solution to this problem, called experience replay, ensures that the car keeps relivingits youthful crashing behavior at regular intervals. the learning algorithm can retaintrajectories from the entire learning process and replay those trajectories to ensure that itsvalue function is still accurate for parts of the state space it no longer visits.",experience replay
chapter22_2,"as noted in the introduction to this chapter, real-world environments may have very sparserewards: many primitive actions are required to achieve any nonzero reward. for example, soccer-playing robot might send a hundred thousand motor control commands to its varioujoints before conceding a goal. now it has to work out what it did wrong. the technical tertfor this is the credit assignment problem. other than playing trillions of soccer games sothat the negative reward eventually propagates back to the actions responsible for it, is ther",credit assignment
chapter22_2,"one common method, originally used in animal training, is called reward shaping. thisinvolves supplying the agent with additional rewards, called pseudorewards, for “makingprogress.” for example, we might give pseudorewards to the robot for making contact withthe ball or for advancing it toward the goal. such rewards can speed up learning enormoushand are simple to provide, but there is a risk that the agent will learn to maximize thepseudorewards rather than the true rewards; for example, standing next to the ball and“vibrating” causes many contacts with the ball.",reward shaping
chapter22_1,"it turns out, however, that a little bit of expertise can go a long way in reinforcementlearning. the two examples in the preceding paragraph—the win/loss rewards for chess anracing—are what we call sparse rewards, because in the vast majority of states the agent isgiven no informative reward signal at all. in games such as tennis and cricket, we can easil}supply additional rewards for each point won or for each run scored. in car racing, we coulreward the agent for making progress around the track in the right direction. when learninto crawl, any forward motion is an achievement. these intermediate rewards make learnin;",sparse
chapter22_1,"iyan adaptive dynamic programming (or adp) agent takes advantage of the constraintsamong the utilities of states by learning the transition model that connects them and solvingthe corresponding markov decision process using dynamic programming. for a passivelearning agent, this means plugging the learned transition model p(s'|s, 1(s)) and theobserved rewards r(s, 7(s), s’) into equation (22.2) to calculate the utilities of the states. aswe remarked in our discussion of policy iteration in chapter 17, these bellman equationsare linear when the policy 7 is fixed, so thev can be solved using any linear algebra package.",adaptive dynamic programming
chapter22_1,"model-based reinforcement learning: in these approaches the agent uses atransition model of the environment to help interpret the reward signals and to makedecisions about how to act. the model may be initially unknown, in which case theagent learns the model from observing the effects of its actions, or it may already beknown—for example, a chess program may know the rules of chess even if it does notknow how to choose good moves. in partially observable environments, the transitionmodel is also useful for state estimation (see chapter 14'2). model-based reinforcementlearning systems often learn a utility function u(s), defined (as in chapter 17) in termsof the sum of rewards from state s onward.2",model-based reinforcement learning
chapter22_1,"» model-free reinforcement learning: in these approaches the agent neitherknows nor learns a transition model for the environment. instead, it learns a more directvttenveaceitaticus at lexus ies, khohkaue: ""this ancmmacin arracnithan: wareieac:",model-free reinforcement learning
chapter22_1,"here, f is the exploration function. the function f(u, n) determines how greed (preferenc:for high values of the utility u) is traded off against curiosity (preference for actions thathave not been tried often and have a low count n). the function should be increasing in uand decreasing in n. obviously, there are many possible functions that fit these conditions.one particularly simple definition is",exploration function
chapter22_2,"all temporal-difference methods work by adjusting the utility estimates toward the idealequilibrium that holds locally when the utility estimates are correct. in the case of passivelearning, the equilibrium is given by equation (22.2). now equation (22.3)© does in factcause the agent to reach the equilibrium given by equation (22.2), but there is somesubtlety involved. first, notice that the update involves only the observed successor s', whereas the actual equilibrium conditions involve all possible next states. one might thinkthat this causes an improperly large change in u™(s) when a very rare transition occurs: bu",temporal-difference
chapter22_3,"unfortunately, the real world is less forgiving. if you are a baby sunfish, your probabilitysurviving to adulthood is about 0.00000001. many actions are irreversible, in the sensedefined for online search agents in section 4.5'8: no subsequent sequence of actions carrestore the state to what it was before the irreversible action was taken. in the worst casthe agent enters an absorbing state where no actions have any effect and no rewards at",absorbing state
chapter22_1,"an alternative is reinforcement learning (rl), in which an agent interacts with the worldand periodically receives rewards (or, in the terminology of psychology, reinforcements)that reflect how well it is doing. for example, in chess the reward is 1 for winning, 0 forlosing, and 4 for a draw. we have already seen the concept of rewards in chapter 17 formarkov decision processes (mdps). indeed, the goal is the same in reinforcement learning:maximize the expected sum of rewards. reinforcement learning differs from “just solving anmdp” because the agent is not given the mdp as a problem to solve; the agent is in themdp. it may not know the transition model or the reward function, and it has to act in orderto learn more. imagine playing a new game whose rules you don’t know; after a hundred orso moves, the referee tells you “you lose.” that is reinforcement learning in a nutshell.",reinforcement learning
chapter22_3,"performance of a greedy adp agent that executes the action recommended by the optimal policy for thelearned model. (a) the root mean square (rms) error averaged across all nine nonterminal squares andthe policy loss in (1, 1). we see that the policy converges quickly, after just eight trials, to a suboptimalpolicy with a loss of 0.235. (b) the suboptimal policy to which the greedy agent converges in thisparticular sequence of trials. notice the down action in (1, 2).",greedy agent
chapter22_3,"the first approach, bayesian reinforcement learning, assumes a prior probability p(h) overhypotheses h about what the true model is; the posterior probability p(h|e) is obtained inthe usual way by bayes’ rule given the observations to date. then, if the agent has decidedto stop learning, the optimal policy is the one that gives the highest expected utility. let u7be the expected utility, averaged over all possible start states, obtained by executing policy 2in model h. then we have",bayesian reinforcement learning
chapter22_3,"we start with the simple case of a fully observable environment with a small number ofactions and states, in which an agent already has a fixed policy 7(s) that determines itsactions. the agent is trying to learn the utility function u""(s)—the expected total discountedreward if policy 7 is executed beginning in state s. we call this a passive learning agent.",passive learning agent
chapter22_3,"we begin in section 22.218 with passive reinforcement learning, where the agent's policy isfixed and the task is to learn the utilities of states (or of state—action pairs); this could alsoinvolve learning a model of the environment. (an understanding of markov decisionprocesses, as described in chapter 1714, is essential for this section.) section 22.38 coversactive reinforcement learning, where the agent must also figure out what to do. theprincipal issue is exploration: an agent must experience as much as possible of itsenvironment in order to learn how to behave in it. section 22.410 discusses how an agentcan use inductive learning (including deep learning methods) to learn much faster from itsexperiences. we also discuss other approaches that can help scale up rl to solve realproblems, including providing intermediate pseudorewards to guide the learner andorganizing behavior into a hierarchy of actions. section 22.519 covers methods for policysearch. in section 22.6, we explore apprenticeship learning: training a learning agentusing demonstrations rather than reward signals. finally, section 22.718 reports on",passive reinforcement learning
chapter22_3,"(according to my estimates)?” sarsa is an on-policy algorithm: it learns q-values thatanswer the question “what would this action be worth in this state, assuming i stick with mpolicy?” q-learning is more flexible than sarsa, in the sense that a q-learning agent canlearn how to behave well when under the control of a wide variety of exploration policies.on the other hand, sarsa is appropriate if the overall policy is even partly controlled byother agents or programs, in which case it is better to learn a q-function for what willactually happen rather than what would happen if the agent got to pick estimated bestactions. both q-learning and sarsa learn the optimal policy for the 4 x 3 world, but theydo so at a much slower rate than the adp agent. this is because the local updates do notenforce consistency among all the o-values via the model.",on-policy
chapter22_3,"the second approach, derived from robust control theory, allows for a set of possiblemodels h without assigning probabilities to them, and defines an optimal robust policy «one that gives the best outcome in the worst case over h:",robust control theory
chapter12_1,"variables in probability theory are called random variables, and their names begin with anuppercase letter. thus, in the dice example, total and die; are random variables. everyrandom variable is a function that maps from the domain of possible worlds 2 to somerange—the set of possible values it can take on. the range of total for two dice is the set{2, ..., 12} and the range of die; is {1, ..., 6}. names for values are always lowercase, so wmight write >, p(x = x) to sum over the values of x. a boolean random variable has therange {true, false}. for example, the proposition that doubles are rolled can be written asdoubles = true. (an alternative range for boolean variables is the set {0, 1}, in which casethe variable is said to have a bernoulli distribution.) by convention, propositions of theform a = true are abbreviated simply as a, while a = false is abbreviated as —a. (the usesof doubles, cavity, and toothache in the preceding section are abbreviations of this kind.)","bernoulli, random variable, range"
chapter12_1,ranges can be sets of arbitrary tokens. we might choose the range of age to be the setedumomiiadoen ntti ana tia-rance:nf uw eontheswmicht he: feun. sedm: dinad ennnk uhean:,range
chapter12_1,"practical ignorance: even if we know all the rules, we might be uncertain abouta particular patient because not all the necessary tests have been or can be run.",practical ignorance
chapter12_1,laziness: it is too much work to list the complete set of antecedents or consequentsneeded to ensure an exceptionless rule and too hard to use such rules.,laziness
chapter12_1,theoretical ignorance: medical science has no complete theory for the domain.,theoretical ignorance
chapter12_1,"there has been endless debate over the source and status of probability numbers. thefrequentist position is that the numbers can come only from experiments: if we test 100people and find that 10 of them have a cavity, then we can say that the probability of acavity is approximately 0.1. in this view, the assertion “the probability of a cavity is 0.1”means that 0.1 is the fraction that would be observed in the limit of infinitely many samplefrom any finite sample, we can estimate the true fraction and also calculate how accurateait eehmatea ic heals tr ha:",frequentist
chapter12_1,"like logical assertions, probabilistic assertions are about possible worlds. whereas logicalassertions say which possible worlds are strictly ruled out (all those in which the assertion isfalse), probabilistic assertions talk about how probable the various worlds are. in probabilitytheory, the set of all possible worlds is called the sample space. the possible worlds aremutually exclusive and exhaustive—two possible worlds cannot both be the case, and onepossible world must be the case. for example, if we are about to roll two (distinguishable)dice, there are 36 possible worlds to consider: (1, 1), (1, 2), ..., (6, 6). the greek letter 0(uppercase omega) is used to refer to the sample space, and w (lowercase omega) refers toelements of the space, that is, particular possible worlds.",sample space
chapter12_1,"it is important to understand that p(cavity) = 0.2 is still valid after toothache is observed;just isn’t especially useful. when making decisions, an agent needs to condition on all theevidence it has observed. it is also important to understand the difference betweenconditioning and logical implication. the assertion that p(cavity | toothache) = 0.6 does nmean “whenever toothache is true, conclude that cavity is true with probability 0.6” rathe",evidence
chapter12_1,"ve nave seen problem-solving and logical agents handle uncertainty dy keeping track of a belief state—a representation of the set of all possible world states that it might be in—and generating a contingency plan that handles every possible eventuality that its sensors may report during execution. this approach works on simple problems, but it has drawbacks:",uncertainty
,"practical ignorance: even if we know all the rules, we might be uncertain about a particular patient because not all the necessary tests have been or can be run.",practical ignorance
,laziness: it is too much work to list the complete set of antecedents or consequents needed to ensure an exceptionless rule and too hard to use such rules.,laziness
,"the connection between toothaches and cavities is not a strict logical consequence in eithe direction. this is typical of the medical domain, as well as most other judgmental domains: law, business, design, automobile repair, gardening, dating, and so on. the agent's knowledge can at best provide only a degree of belief in the relevant sentences. our main tool for dealing with degrees of belief is probability theory. in the terminology of section 8.14 the ontological commitments of logic and probability theory are the same—that the world is composed of facts that do or do not hold in any particular case—but the epistemological commitments are different: a logical agent believes each sentence to be true or false or has no opinion, whereas a probabilistic agent may have a numerical degree at haliaf hatwaan (fae cantancbe that are gartainie tales) and 1 (eartainle tee).","degree of belief, probability theory"
,"nonetheless, in some sense ago is in fact the right thing to do. what do we mean by this? as we discussed in chapter 212, we mean that out of all the plans that could be executed, ago is expected to maximize the agent's performance measure (where the expectation is relative to the agent’s knowledge about the environment). the performance measure includes getting to the airport in time for the flight, avoiding a long, unproductive wait at the airport, and avoiding speeding tickets along the way. the agent’s knowledge cannot guarantee any of these outcomes for ago, but it can provide some degree of belief that they will be achieved. other plans, such as ajo, might increase the agent's belief that it will get to the airport on time, but also increase the likelihood of a long, boring wait. the right thing to do—the rational decision—therefore depends on both the relative importance of various goals and the likelihood that, and degree to which, they will be achieved. the remainder of this section hones these ideas, in preparation for the development of the general theories of uncertain reasoning and rational decisions that we present in this and subsequent chapters.","degree of belief, outcome"
,"the utility of a state is relative to an agent. for example, the utility of a state in which white has checkmated black in a game of chess is obviously high for the agent playing white, but low for the agent playing black. but we can’t go strictly by the scores of 1, 1/2, and 0 that are dictated by the rules of tournament chess—some players (including the authors) might be thrilled with a draw against the world champion, whereas other players (including the former world champion) might not. there is no accounting for taste or preferences: you might think that an agent who prefers jalapefio bubble-gum ice cream to chocolate chip is odd, but you could not say the agent is irrational. a utility function can account for any set of preferences—quirky or typical, noble or perverse. note that utilities can account for altruism, simply by including the welfare of others as one of the factors.",preference
,"to make such choices, an agent must first have preferences among the different possible outcomes of the various plans. an outcome is a completely specified state, including such factors as whether the agent arrives on time and the length of the wait at the airport. we use utility theory to represent preferences and reason quantitatively with them. (the term utility is used here in the sense of “the quality of being useful, ” not in the sense of the electric company or water works.) utility theory says that every state (or state sequence) has a degree of usefulness, or utility, to an agent and that the agent will prefer states with highe1","outcome, utility theory, preference"
,"the fundamental idea of decision theory is that an agent is rational if and only if it chooses th action that yields the highest expected utility, averaged over all the possible outcomes of the action this is called the principle of maximum expected utility (meu). here, “expected” means the “average, ” or “statistical mean” of the outcome utilities, weighted by the probability of the outcome. we saw this principle in action in chapter 5'8 when we touched briefly on optimal decisions in backgammon; it is in fact a completely general principle for single- agent decision making.","decision theory, maximum expected utility (meu)"
,"figure 12.1 sketches the structure of an agent that uses decision theory to select actions. the agent is identical, at an abstract level, to the agents described in chapters 419 and 70 that maintain a belief state reflecting the history of percepts to date. the primary difference is that the decision-theoretic agent's belief state represents not just the possibilities for world states but also their probabilities. given the belief state and some knowledge of the effects of actions, the agent can make probabilistic predictions of action outcomes and hence select the action with the highest expected utility.",decision theory
,"like logical assertions, probabilistic assertions are about possible worlds. whereas logical assertions say which possible worlds are strictly ruled out (all those in which the assertion is false), probabilistic assertions talk about how probable the various worlds are. in probability theory, the set of all possible worlds is called the sample space. the possible worlds are mutually exclusive and exhaustive—two possible worlds cannot both be the case, and one possible world must be the case. for example, if we are about to roll two (distinguishable) dice, there are 36 possible worlds to consider: (1, 1), (1, 2), ..., (6, 6). the greek letter 0 (uppercase omega) is used to refer to the sample space, and w (lowercase omega) refers to elements of the space, that is, particular possible worlds.",sample space
slp_4,"another thing we might want to know about a text is the language it’s written in. texts on social media, for example, can be in any number of languages and we'll need to apply different processing. the task of language id is thus the first step in most language processing pipelines. related text classification tasks like au- thorship attribution— determining a text’s author— are also relevant to the digital hiimanitiec encial ecriencreac and farancic linonicticre",language id
slp_4,"many language processing tasks involve classification, although luckily our classes are much easier to define than those of borges. in this chapter we introduce the naive bayes algorithm and apply it to text categorization, the task of assigning a label or category to an entire text or document.",categorization
slp_4,"spam detection is another important commercial application, the binary clas sification task of assigning an email to one of the two classes spam or not-spam many lexical and other features can be used to perform this classification. for ex ample you might quite reasonably be suspicious of an email containing phrases lik« “online pharmaceutical” or “without any cost” or “dear winner’.",spam detection
slp_4,"in this section we introduce the multinomial naive bayes classifier, so called be- cause it is a bayesian classifier that makes a simplifying (naive) assumption about",naive bayes classifier
slp_4,"rules can be fragile, however, as situations or data change over time, and for some tasks humans aren’t necessarily good at coming up with the rules. most cases of classification in language processing are instead done via supervised machine learning, and this will be the subject of the remainder of this chapter. in supervised learning, we have a data set of input observations, each associated with some correct output (a ‘supervision signal’). the goal of the algorithm is to learn how to map from a new observation to a correct output.",supervised machine learning
slp_4,"the intuition of the classifier is shown in fig. 4.1. we represent a text documen as if it were a bag-of-words, that is, an unordered set of words with their positior ignored, keeping only their frequency in the document. in the example in the figure instead of representing the word order in all the phrases like “i love this movie” anc “t would recommend it”, we simply note that the word j occurred 5 times in the entire excerpt, the word it 6 times, the words love, recommend, and movie once, anc co on",bag-of-words
slp_4,this idea of bayesian inference has been known since the work of bayes (1763) and was first applied to text classification by mosteller and wallace (1964). th intuition of bayesian classification is to use bayes’ rule to transform eq. 4.1 int other probabilities that have some useful properties. bayes’ rule is presented i eg. 4.2; it gives us a way to break down any conditional probability p(x|y) int three other probabilities:,bayesian inference
slp_4,"we call naive bayes a generative model because we can read eq. 4.4 as stating a kind of implicit assumption about how a document is generated: first a class is sampled from p(c), and then the words are generated by sampling from p(d|c). (in fact we could imagine generating artificial documents, or at least their word counts, by following this process). we’ll say more about this intuition of generative models in chanter 5.",assumption
slp_4,"by considering features in log space, eq. 4.10 computes the predicted class as a | ear function of input features. classifiers that use a linear combination of the inpt to make a classification decision —like naive bayes and also logistic regression are called linear classifiers.",linear
slp_4,se es se reet ee ns rn meee ee et eee: what do we do about words that occur in our test data but are not in our vocab- ulary at all because they did not occur in any training document in any class? the solution for such unknown words is to ignore them—remove them from the test document and not include any probability for them at all.,unknown word
slp_4,"seaululiiuiieigl malve dayus ul meal y lined. ll valid it uses lo salle 1a. “. 1) caco that for each document we remove all duplicate words before concatenating them into the single big document. fig. 4.3 shows an example in which a set of four documents (shortened and text-normalized for this example) are remapped to binary, with the modified counts shown in the table on the right. the example is worked without add-1 smoothing to make the differences clearer. note that the results counts need not be 1; the word great has a count of 2 even for binary nb, because it appears in multiple documents.",binary nb
slp_4,"in the previous section we pointed out that naive bayes doesn’t require that our classifier use all the words in the training data as features. in fact features in naive bayes can express any property of the input text we want. consider the task of spam detection, deciding if a particular piece of email is",spam detection
slp_4,"and negative word features from sentiment lexicons, lists of words that are pre annotated with positive or negative sentiment. four popular lexicons are the genera inquirer (stone et al., 1966), liwc (pennebaker et al., 2007), the opinion lexico",sentiment lexicons
slp_4,"to introduce the methods for evaluating text classification, let’s first consider some simple binary detection tasks. for example, in spam detection, our goal is to label every text as being in the spam category (“positive”) or not in the spam category (“negative”). for each item (email document) we therefore need to know whether our system called it spam or not. we also need to know whether the email is actually spam or not, i.e. the human-defined labels for each document that we are trying to match. we will refer to these human labels as the gold labels.",gold labels
 slp_4,"in both cases, we need a metric for knowing how well our spam detector (or pie-tweet-detector) is doing. to evaluate any system for detecting things, we start by building a confusion matrix like the one shown in fig. 4.4. a confusion matrix is a table for visualizing how an algorithm performs with respect to the human gold labels, using two dimensions (system output and gold labels), and each cell labeling a set of possible outcomes. in the spam detection case, for example, true positives are documents that are indeed spam (indicated by human-created gold labels) that our system correctly said were spam. false negatives are documents that are indeed spam but our system incorrectly labeled as non-spam.",confusion matrix
slp_4,f-measure comes from a weighted harmonic mean of precision and recall. th harmonic mean of a set of numbers is the reciprocal of the arithmetic mean of recip tncale:,"precision, f-measure"
slp_4,recall measures the percentage of items actually present in the input that were correctly identified by the system. recall is defined as,recall
slp_4,"in cross-validation, we choose a number k, and partition our data into k disjoint subsets called folds. now we choose one of those k folds as a test set, train our classifier on the remaining k — | folds, and then compute the error rate on the test set. then we repeat with another fold as the test set, again training on the other k — 1 folds. we do this sampling process k times and average the test set error rate from these k runs to get an average error rate. if we choose k = 10, we would train 10 different models (each on 90% of our data), test the model 10 times, and average these 10 values. this is called 10-fold cross-validation.",folds
slp_4,"we would like to know if 6(x) > 0, meaning that our logistic regression classifier has a higher f, than our naive bayes classifier on x. 5(x) is called the effect size; a bigger 6 means that a seems to be way better than b; a small 5 means a seems to be only a little better.",effect size
slp_4,"so in our example, this p-value is the probability that we would see 5(x) assuming a is not better than b. if 5(x) is huge (let’s say a has a very respectable f; of .9 and b has a terrible f; of only .2 on x), we might be surprised, since that would be extremely unlikely to occur if ho were in fact true, and so the p-value would be low",p-value
slp_4,"we do this by creating a random variable x ranging over all test sets. now we ask how likely is it, if the null hypothesis ho was correct, that among these test sets we would encounter the value of 5(x) that we found. we formalize this likelihood as the p-value: the probability, assuming the null hypothesis hp is true, of seeing the 5(x) that we saw or one even greater",null hypothesis
slp_4,"the bootstrap test (efron and tibshirani, 1993) can apply to any metric; from pre cision, recall, or fl to the bleu metric used in machine translation. the wor bootstrapping refers to repeatedly drawing large numbers of smaller samples with replacement (called bootstrap samples) from an original larger sample. the intu ition of the bootstrap test is that we can create many virtual test sets from an observec test set by repeatedly sampling from it. the method only makes the assumption tha the sample is representative of the population.",bootstrapping
slp_4,"inere are two common non-parametric tests used i nla. approximate ran- domization (noreen, 1989) and the bootstrap test. we will describe bootstrap below, showing the paired version of the test, which again is most common in nlp. paired tests are those in which we compare two sets of observations that are aligned: each observation in one set can be paired with an observation in another. this hap- pens naturally when we are comparing the performance of two systems on the same test set; we can pair the performance of system a on an individual observation x; with the performance of system b on the same xj.","paired, bootstrap test"
